lat_deg,lon_deg,access_fraction,max_gap_s,num_complete_passes,longest_pass_s,peak_elevation_deg
60.0,72.5,0.7597320951716322,10436.013137107715,27,38948.856033001095,81.3405950906962
60.0,75.0,0.7585008436763425,10480.305759890005,27,38975.5606544062,82.79594653949317
60.0,77.5,0.7574590661154673,10516.45171546028,27,38997.51402275497,84.26032941352504
60.0,80.0,0.7566147999131106,10543.874609254766,27,39014.74719797983,85.73016355435198
60.0,82.5,0.755973965295464,10562.474214855582,27,39027.117356629344,87.2019952262498
60.0,85.0,0.7555416360321486,10571.972820126219,27,39034.70937545365,88.6724837841557
60.0,87.5,0.7553209112631715,10573.328673763725,27,39037.682963680476,89.95634842427636
60.0,90.0,0.7553138308929279,10573.328311299905,27,39037.81194613117,89.95467815220782
60.0,92.5,0.7555202193744185,10572.343769844538,27,39035.13164405667,88.77081500148316
60.0,95.0,0.7559383882410843,10563.473002209019,27,39027.776114838154,87.30054832197833
60.0,97.5,0.7565652166678307,10545.46962807899,27,39015.61299050362,85.82870292739922
60.0,100.0,0.757396316536894,10518.652553648804,27,38998.735366755514,84.35862754657047
60.0,102.5,0.7584252759768165,10483.061010605525,27,38977.135796978706,82.89376892188253
60.0,105.0,0.7596439248203316,10439.09643788619,27,38950.80634835111,81.4376981975696
60.0,107.5,0.7610429629523177,10387.38170753375,27,38919.19087086535,79.99413434610888
60.0,110.0,0.7626127996441696,10328.146840631223,27,38882.395134334205,78.5670736629079
60.0,112.5,0.7643404520943965,10261.669852595373,27,38840.57449340369,77.16103145752604
60.0,115.0,0.766213902017723,10188.477154226232,27,38793.3124012864,75.81880256168202
60.0,117.5,0.7682181628067793,10109.605915276476,27,38740.583165129705,74.52729517691579
60.0,120.0,0.7703383648768591,10025.122042142633,27,38681.88704776869,73.23806339976231
60.0,122.5,0.7725593860144736,9936.057386350345,27,38617.55832296389,71.95027788120369
60.0,125.0,0.7748638602566498,9842.663869591583,27,38546.93842373391,70.66565418169635
60.0,127.5,0.7772345847621015,9746.17590544491,27,38469.87976746485,69.38571986280452
60.0,130.0,0.779652834458359,9646.878691669936,27,38386.58987158815,68.111784783023
60.0,132.5,0.7821021491091471,9545.586028625057,27,38296.151407440964,66.84499439962774
60.0,135.0,0.7845613419811387,9443.416531755327,27,38198.440713019605,65.58637097174945
60.0,137.5,0.7870150236773444,9340.704493146706,27,38093.44584011346,64.33682664098014
60.0,140.0,0.789441718828837,9238.508124384578,27,37980.800525283776,63.09725220604688
60.0,142.5,0.7918243280190155,9137.417394068692,27,37860.17490792248,61.86842835931511
60.0,145.0,0.7941450411358052,9038.233568107971,27,37731.28489629811,60.65110872600733
